Date,Team1,Team1_Runs,Team2,Team2_Runs
"Wednesday, August 21, 2024",Cincinnati Reds,11,Toronto Blue Jays,7
"Wednesday, August 21, 2024",Colorado Rockies,1,Washington Nationals,6
"Thursday, August 22, 2024",Philadelphia Phillies,2,Atlanta Braves,3
"Thursday, August 22, 2024",Houston Astros,6,Baltimore Orioles,0
"Thursday, August 22, 2024",Detroit Tigers,2,Chicago Cubs,10
"Thursday, August 22, 2024",Cleveland Guardians,0,New York Yankees,6
"Thursday, August 22, 2024",Tampa Bay Rays,1,Oakland Athletics,3
"Thursday, August 22, 2024",Cincinnati Reds,0,Pittsburgh Pirates,7
"Thursday, August 22, 2024",New York Mets,8,San Diego Padres,3
"Thursday, August 22, 2024",Milwaukee Brewers,0,St. Louis Cardinals,3
"Thursday, August 22, 2024",Los Angeles Angels,3,Toronto Blue Jays,5
"Thursday, August 22, 2024",Colorado Rockies,3,Washington Nationals,8
"Friday, August 23, 2024",Washington Nationals,2,Atlanta Braves,3
"Friday, August 23, 2024",Houston Astros,5,Baltimore Orioles,7
"Friday, August 23, 2024",Arizona D'Backs,12,Boston Red Sox,2
"Friday, August 23, 2024",Detroit Tigers,5,Chicago White Sox,2
"Friday, August 23, 2024",Texas Rangers,5,Cleveland Guardians,3
"Friday, August 23, 2024",Philadelphia Phillies,4,Kansas City Royals,7
"Friday, August 23, 2024",Tampa Bay Rays,3,Los Angeles Dodgers,7
"Friday, August 23, 2024",Chicago Cubs,6,Miami Marlins,3
"Friday, August 23, 2024",St. Louis Cardinals,6,Minnesota Twins,1
"Friday, August 23, 2024",Colorado Rockies,0,New York Yankees,3
"Friday, August 23, 2024",Milwaukee Brewers,11,Oakland Athletics,3
"Friday, August 23, 2024",Cincinnati Reds,5,Pittsburgh Pirates,6
"Friday, August 23, 2024",New York Mets,0,San Diego Padres,7
"Friday, August 23, 2024",San Francisco Giants,5,Seattle Mariners,6
"Friday, August 23, 2024",Los Angeles Angels,4,Toronto Blue Jays,5
"Saturday, August 24, 2024",Washington Nationals,2,Atlanta Braves,4
"Saturday, August 24, 2024",Houston Astros,2,Baltimore Orioles,3
"Saturday, August 24, 2024",Arizona D'Backs,4,Boston Red Sox,1
"Saturday, August 24, 2024",Detroit Tigers,13,Chicago White Sox,4
"Saturday, August 24, 2024",Texas Rangers,5,Cleveland Guardians,13
"Saturday, August 24, 2024",Philadelphia Phillies,11,Kansas City Royals,2
"Saturday, August 24, 2024",Tampa Bay Rays,9,Los Angeles Dodgers,8
"Saturday, August 24, 2024",Chicago Cubs,14,Miami Marlins,2
"Saturday, August 24, 2024",St. Louis Cardinals,0,Minnesota Twins,6
"Saturday, August 24, 2024",Colorado Rockies,9,New York Yankees,2
"Saturday, August 24, 2024",Milwaukee Brewers,9,Oakland Athletics,5
"Saturday, August 24, 2024",Cincinnati Reds,10,Pittsburgh Pirates,2
"Saturday, August 24, 2024",New York Mets,7,San Diego Padres,1
"Saturday, August 24, 2024",San Francisco Giants,4,Seattle Mariners,3
"Saturday, August 24, 2024",Los Angeles Angels,1,Toronto Blue Jays,3
"Sunday, August 25, 2024",Washington Nationals,5,Atlanta Braves,1
"Sunday, August 25, 2024",Houston Astros,6,Baltimore Orioles,3
"Sunday, August 25, 2024",Arizona D'Backs,7,Boston Red Sox,5
"Sunday, August 25, 2024",Detroit Tigers,9,Chicago White Sox,4
"Sunday, August 25, 2024",Texas Rangers,2,Cleveland Guardians,4
"Sunday, August 25, 2024",Philadelphia Phillies,11,Kansas City Royals,3
"Sunday, August 25, 2024",Tampa Bay Rays,1,Los Angeles Dodgers,3
"Sunday, August 25, 2024",Chicago Cubs,2,Miami Marlins,7
"Sunday, August 25, 2024",St. Louis Cardinals,3,Minnesota Twins,2
"Sunday, August 25, 2024",Colorado Rockies,3,New York Yankees,10
"Sunday, August 25, 2024",Milwaukee Brewers,3,Oakland Athletics,4
"Sunday, August 25, 2024",Cincinnati Reds,3,Pittsburgh Pirates,4
"Sunday, August 25, 2024",New York Mets,2,San Diego Padres,3
"Sunday, August 25, 2024",San Francisco Giants,3,Seattle Mariners,4
"Sunday, August 25, 2024",Los Angeles Angels,2,Toronto Blue Jays,8
"Monday, August 26, 2024",Toronto Blue Jays,7,Boston Red Sox,3
"Monday, August 26, 2024",Detroit Tigers,6,Chicago White Sox,3
"Monday, August 26, 2024",Kansas City Royals,4,Cleveland Guardians,3
"Monday, August 26, 2024",Kansas City Royals,9,Cleveland Guardians,4
"Monday, August 26, 2024",Miami Marlins,2,Colorado Rockies,3
"Monday, August 26, 2024",Atlanta Braves,10,Minnesota Twins,6
"Monday, August 26, 2024",Houston Astros,2,Philadelphia Phillies,3
"Monday, August 26, 2024",Chicago Cubs,18,Pittsburgh Pirates,8
"Monday, August 26, 2024",Tampa Bay Rays,1,Seattle Mariners,5
"Monday, August 26, 2024",San Diego Padres,7,St. Louis Cardinals,4
"Monday, August 26, 2024",New York Yankees,5,Washington Nationals,2
"Tuesday, August 27, 2024",New York Mets,8,Arizona D'Backs,3
"Tuesday, August 27, 2024",Toronto Blue Jays,3,Boston Red Sox,6
"Tuesday, August 27, 2024",Oakland Athletics,5,Cincinnati Reds,4
"Tuesday, August 27, 2024",Kansas City Royals,6,Cleveland Guardians,1
"Tuesday, August 27, 2024",Miami Marlins,9,Colorado Rockies,8
"Tuesday, August 27, 2024",Los Angeles Angels,2,Detroit Tigers,6
"Tuesday, August 27, 2024",Baltimore Orioles,3,Los Angeles Dodgers,2
"Tuesday, August 27, 2024",San Francisco Giants,5,Milwaukee Brewers,4
"Tuesday, August 27, 2024",Atlanta Braves,8,Minnesota Twins,6
"Tuesday, August 27, 2024",Houston Astros,0,Philadelphia Phillies,5
"Tuesday, August 27, 2024",Chicago Cubs,9,Pittsburgh Pirates,5
"Tuesday, August 27, 2024",Tampa Bay Rays,3,Seattle Mariners,2
"Tuesday, August 27, 2024",San Diego Padres,7,St. Louis Cardinals,5
"Tuesday, August 27, 2024",New York Yankees,2,Washington Nationals,4
